序號,縣市及鄉鎮市區,村里,避難收容處所地址,經度,緯度,避難收容處所名稱,預計收容村里,預計收容人數,適用災害類別,管理人姓名,管理人電話,室內,室外,適合避難弱者安置,capacity,shelter_name,shelter_address,risk_level,river_buffer_m,river_distance_category,river_risk_level,longitude,latitude,geometry_wkt,geometry,shelter_id,name,geometry_500m_buffer,mean_elevation,max_slope,terrain_risk,risk_level_old
2401,花蓮縣鳳林鎮,鳳智里,中正路2段1號,121.4472,23.7429,鳳林鎮藝文中心,鳳智里、山興里,300,"水災,震災,土石流",巫賢偉,03-8762031#14,是,是,否,300,鳳林鎮藝文中心,中正路2段1號,低風險,2000.0,1000-2000m,低風險,121.4472,23.7429,POINT (121.4472 23.7429),POINT (295589.0924859115 2626622.1455270713),SH2401,鳳林鎮藝文中心,"POLYGON ((296089.0924860327 2626622.1454475936, 296086.6848493688 2626573.1368774287, 296079.4851262343 2626524.6002865857, 296067.5626538988 2626477.0031089666, 296051.0322522883 2626430.803731411, 296030.05311820685 2626386.4470791807, 296004.82729218394 2626344.3603310836, 295975.59771271405 2626304.948805512, 295942.64587662596 2626268.5920570004, 295906.2891281145 2626235.640220912, 295866.8776025425 2626206.4106414425, 295824.7908544457 2626181.1848154194, 295780.4342022152 2626160.205681338, 295734.23482465994 2626143.6752797277, 295686.63764704077 2626131.752807392, 295638.1010561975 2626124.5530842575, 295589.0924860327 2626122.1454475936, 295540.0839158679 2626124.5530842575, 295491.5473250246 2626131.752807392, 295443.95014740544 2626143.6752797277, 295397.75076985016 2626160.205681338, 295353.39411761967 2626181.1848154194, 295311.30736952287 2626206.4106414425, 295271.89584395086 2626235.640220912, 295235.5390954394 2626268.5920570004, 295202.58725935133 2626304.948805512, 295173.35767988145 2626344.3603310836, 295148.13185385853 2626386.4470791807, 295127.1527197771 2626430.803731411, 295110.6223181666 2626477.0031089666, 295098.6998458311 2626524.6002865857, 295091.50012269657 2626573.1368774287, 295089.0924860327 2626622.1454475936, 295091.50012269657 2626671.1540177586, 295098.6998458311 2626719.6906086016, 295110.6223181666 2626767.2877862207, 295127.1527197771 2626813.487163776, 295148.13185385853 2626857.8438160066, 295173.35767988145 2626899.9305641036, 295202.58725935133 2626939.3420896754, 295235.5390954394 2626975.698838187, 295271.89584395086 2627008.650674275, 295311.30736952287 2627037.880253745, 295353.39411761967 2627063.106079768, 295397.75076985016 2627084.0852138493, 295443.95014740544 2627100.6156154596, 295491.5473250246 2627112.5380877955, 295540.0839158679 2627119.73781093, 295589.0924860327 2627122.1454475936, 295638.1010561975 2627119.73781093, 295686.63764704077 2627112.5380877955, 295734.23482465994 2627100.6156154596, 295780.4342022152 2627084.0852138493, 295824.7908544457 2627063.106079768, 295866.8776025425 2627037.880253745, 295906.2891281145 2627008.650674275, 295942.64587662596 2626975.698838187, 295975.59771271405 2626939.3420896754, 296004.82729218394 2626899.9305641036, 296030.05311820685 2626857.8438160066, 296051.0322522883 2626813.487163776, 296067.5626538988 2626767.2877862207, 296079.4851262343 2626719.6906086016, 296086.6848493688 2626671.1540177586, 296089.0924860327 2626622.1454475936))",106.00523252881908,11.3789898840043,LOW,Low
2403,花蓮縣鳳林鎮,鳳智里,鳳林鎮光復路8號,121.4488,23.7439,鳳林國中進德堂,鳳智里,350,"水災,震災,土石流",鍾孔麟,03-8762021,是,是,否,350,鳳林國中進德堂,鳳林鎮光復路8號,低風險,1000.0,500-1000m,中風險,121.44880000000002,23.743900000000004,POINT (121.4488 23.7439),POINT (295751.8549175613 2626733.4048142144),SH2403,鳳林國中進德堂,"POLYGON ((296251.85491768294 2626733.404734734, 296249.44728101906 2626684.396164569, 296242.24755788455 2626635.859573726, 296230.32508554903 2626588.262396107, 296213.79468393855 2626542.0630185516, 296192.8155498571 2626497.706366321, 296167.5897238342 2626455.619618224, 296138.3601443643 2626416.2080926523, 296105.4083082762 2626379.8513441407, 296069.0515597648 2626346.8995080525, 296029.64003419277 2626317.669928583, 295987.55328609596 2626292.4441025597, 295943.1966338655 2626271.4649684783, 295896.9972563102 2626254.934566868, 295849.400078691 2626243.012094532, 295800.86348784773 2626235.812371398, 295751.85491768294 2626233.404734734, 295702.84634751815 2626235.812371398, 295654.30975667486 2626243.012094532, 295606.7125790557 2626254.934566868, 295560.5132015004 2626271.4649684783, 295516.1565492699 2626292.4441025597, 295474.0698011731 2626317.669928583, 295434.6582756011 2626346.8995080525, 295398.3015270897 2626379.8513441407, 295365.3496910016 2626416.2080926523, 295336.1201115317 2626455.619618224, 295310.8942855088 2626497.706366321, 295289.9151514273 2626542.0630185516, 295273.38474981685 2626588.262396107, 295261.46227748133 2626635.859573726, 295254.2625543468 2626684.396164569, 295251.85491768294 2626733.404734734, 295254.2625543468 2626782.413304899, 295261.46227748133 2626830.949895742, 295273.38474981685 2626878.547073361, 295289.9151514273 2626924.7464509164, 295310.8942855088 2626969.103103147, 295336.1201115317 2627011.189851244, 295365.3496910016 2627050.6013768157, 295398.3015270897 2627086.9581253272, 295434.6582756011 2627119.9099614155, 295474.0698011731 2627149.139540885, 295516.1565492699 2627174.3653669083, 295560.5132015004 2627195.3445009897, 295606.7125790557 2627211.8749026, 295654.30975667486 2627223.797374936, 295702.84634751815 2627230.99709807, 295751.85491768294 2627233.404734734, 295800.86348784773 2627230.99709807, 295849.400078691 2627223.797374936, 295896.9972563102 2627211.8749026, 295943.1966338655 2627195.3445009897, 295987.55328609596 2627174.3653669083, 296029.64003419277 2627149.139540885, 296069.0515597648 2627119.9099614155, 296105.4083082762 2627086.9581253272, 296138.3601443643 2627050.6013768157, 296167.5897238342 2627011.189851244, 296192.8155498571 2626969.103103147, 296213.79468393855 2626924.7464509164, 296230.32508554903 2626878.547073361, 296242.24755788455 2626830.949895742, 296249.44728101906 2626782.413304899, 296251.85491768294 2626733.404734734))",104.43240838138246,11.3789898840043,LOW,Medium
2405,花蓮縣鳳林鎮,鳳智里,光華路124號,121.4518,23.7447,鳳林鎮公所,鳳智里,80,"水災,震災,土石流",蕭文龍,03-8762772,是,否,否,80,鳳林鎮公所,光華路124號,低風險,2000.0,1000-2000m,低風險,121.4518,23.7447,POINT (121.4518 23.7447),POINT (296057.4058147295 2626822.969289942),SH2405,鳳林鎮公所,"POLYGON ((296557.405814852 2626822.9692104594, 296554.9981781881 2626773.9606402945, 296547.7984550536 2626725.4240494515, 296535.8759827181 2626677.8268718324, 296519.3455811076 2626631.627494277, 296498.36644702614 2626587.2708420465, 296473.14062100323 2626545.1840939494, 296443.91104153334 2626505.7725683777, 296410.95920544525 2626469.415819866, 296374.6024569338 2626436.463983778, 296335.1909313618 2626407.2344043083, 296293.104183265 2626382.008578285, 296248.7475310345 2626361.0294442037, 296202.54815347923 2626344.4990425934, 296154.95097586006 2626332.5765702575, 296106.4143850168 2626325.3768471233, 296057.405814852 2626322.9692104594, 296008.3972446872 2626325.3768471233, 295959.8606538439 2626332.5765702575, 295912.26347622473 2626344.4990425934, 295866.06409866945 2626361.0294442037, 295821.70744643896 2626382.008578285, 295779.62069834216 2626407.2344043083, 295740.20917277015 2626436.463983778, 295703.8524242587 2626469.415819866, 295670.9005881706 2626505.7725683777, 295641.67100870074 2626545.1840939494, 295616.4451826778 2626587.2708420465, 295595.46604859637 2626631.627494277, 295578.9356469859 2626677.8268718324, 295567.0131746504 2626725.4240494515, 295559.81345151586 2626773.9606402945, 295557.405814852 2626822.9692104594, 295559.81345151586 2626871.9777806243, 295567.0131746504 2626920.5143714673, 295578.9356469859 2626968.1115490864, 295595.46604859637 2627014.310926642, 295616.4451826778 2627058.6675788723, 295641.67100870074 2627100.7543269694, 295670.9005881706 2627140.165852541, 295703.8524242587 2627176.5226010527, 295740.20917277015 2627209.474437141, 295779.62069834216 2627238.7040166105, 295821.70744643896 2627263.9298426337, 295866.06409866945 2627284.908976715, 295912.26347622473 2627301.4393783254, 295959.8606538439 2627313.361850661, 296008.3972446872 2627320.5615737955, 296057.405814852 2627322.9692104594, 296106.4143850168 2627320.5615737955, 296154.95097586006 2627313.361850661, 296202.54815347923 2627301.4393783254, 296248.7475310345 2627284.908976715, 296293.104183265 2627263.9298426337, 296335.1909313618 2627238.7040166105, 296374.6024569338 2627209.474437141, 296410.95920544525 2627176.5226010527, 296443.91104153334 2627140.165852541, 296473.14062100323 2627100.7543269694, 296498.36644702614 2627058.6675788723, 296519.3455811076 2627014.310926642, 296535.8759827181 2626968.1115490864, 296547.7984550536 2626920.5143714673, 296554.9981781881 2626871.9777806243, 296557.405814852 2626822.9692104594))",102.2702397988767,5.689922832965798,LOW,Low
2410,花蓮縣鳳林鎮,鳳智里,大同街7-1號,121.451,23.746,"鳳禮,鳳智里活動中心",鳳智里、鳳禮里,60,"水災,土石流",張燕春,03-8763910,是,否,是,60,"鳳禮,鳳智里活動中心",大同街7-1號,低風險,1000.0,500-1000m,中風險,121.451,23.745999999999995,POINT (121.451 23.746),POINT (295975.3947126368 2626966.680125268),SH2410,"鳳禮,鳳智里活動中心","POLYGON ((296475.39471275907 2626966.680045782, 296472.9870760952 2626917.671475617, 296465.7873529607 2626869.134884774, 296453.86488062516 2626821.537707155, 296437.3344790147 2626775.3383295997, 296416.3553449332 2626730.981677369, 296391.1295189103 2626688.894929272, 296361.8999394404 2626649.4834037004, 296328.94810335233 2626613.126655189, 296292.5913548409 2626580.1748191006, 296253.1798292689 2626550.945239631, 296211.0930811721 2626525.719413608, 296166.7364289416 2626504.7402795264, 296120.5370513863 2626488.209877916, 296072.93987376714 2626476.2874055803, 296024.40328292386 2626469.087682446, 295975.39471275907 2626466.680045782, 295926.3861425943 2626469.087682446, 295877.849551751 2626476.2874055803, 295830.2523741318 2626488.209877916, 295784.05299657653 2626504.7402795264, 295739.69634434604 2626525.719413608, 295697.60959624924 2626550.945239631, 295658.19807067723 2626580.1748191006, 295621.8413221658 2626613.126655189, 295588.8894860777 2626649.4834037004, 295559.6599066078 2626688.894929272, 295534.4340805849 2626730.981677369, 295513.45494650345 2626775.3383295997, 295496.924544893 2626821.537707155, 295485.00207255746 2626869.134884774, 295477.80234942294 2626917.671475617, 295475.39471275907 2626966.680045782, 295477.80234942294 2627015.688615947, 295485.00207255746 2627064.22520679, 295496.924544893 2627111.822384409, 295513.45494650345 2627158.0217619645, 295534.4340805849 2627202.378414195, 295559.6599066078 2627244.465162292, 295588.8894860777 2627283.876687864, 295621.8413221658 2627320.2334363754, 295658.19807067723 2627353.1852724636, 295697.60959624924 2627382.4148519333, 295739.69634434604 2627407.6406779564, 295784.05299657653 2627428.619812038, 295830.2523741318 2627445.150213648, 295877.849551751 2627457.072685984, 295926.3861425943 2627464.2724091182, 295975.39471275907 2627466.680045782, 296024.40328292386 2627464.2724091182, 296072.93987376714 2627457.072685984, 296120.5370513863 2627445.150213648, 296166.7364289416 2627428.619812038, 296211.0930811721 2627407.6406779564, 296253.1798292689 2627382.4148519333, 296292.5913548409 2627353.1852724636, 296328.94810335233 2627320.2334363754, 296361.8999394404 2627283.876687864, 296391.1295189103 2627244.465162292, 296416.3553449332 2627202.378414195, 296437.3344790147 2627158.0217619645, 296453.86488062516 2627111.822384409, 296465.7873529607 2627064.22520679, 296472.9870760952 2627015.688615947, 296475.39471275907 2626966.680045782))",101.64961733915368,9.516814902619075,LOW,Medium
2420,花蓮縣鳳林鎮,鳳義里,鳳林鎮水源路56-2號,121.4393,23.7491,鳳義社區活動中心,鳳義里,50,土石流,傅金棟,03-8763004,是,否,否,50,鳳義社區活動中心,鳳林鎮水源路56-2號,高風險,500.0,<=500m,高風險,121.4393,23.749099999999995,POINT (121.4393 23.7491),POINT (294781.60875354125 2627306.260269023),SH2420,鳳義社區活動中心,"POLYGON ((295281.6087536604 2627306.260189528, 295279.2011169965 2627257.251619363, 295272.001393862 2627208.71502852, 295260.0789215265 2627161.117850901, 295243.548519916 2627114.9184733457, 295222.56938583456 2627070.561821115, 295197.34355981165 2627028.475073018, 295168.11398034176 2626989.0635474464, 295135.16214425367 2626952.706798935, 295098.80539574224 2626919.7549628466, 295059.3938701702 2626890.525383377, 295017.3071220734 2626865.299557354, 294972.95046984294 2626844.3204232724, 294926.75109228765 2626827.790021662, 294879.1539146685 2626815.8675493263, 294830.6173238252 2626808.667826192, 294781.6087536604 2626806.260189528, 294732.6001834956 2626808.667826192, 294684.0635926523 2626815.8675493263, 294636.46641503315 2626827.790021662, 294590.26703747787 2626844.3204232724, 294545.9103852474 2626865.299557354, 294503.8236371506 2626890.525383377, 294464.41211157857 2626919.7549628466, 294428.05536306713 2626952.706798935, 294395.10352697904 2626989.0635474464, 294365.87394750916 2627028.475073018, 294340.64812148624 2627070.561821115, 294319.6689874048 2627114.9184733457, 294303.1385857943 2627161.117850901, 294291.2161134588 2627208.71502852, 294284.0163903243 2627257.251619363, 294281.6087536604 2627306.260189528, 294284.0163903243 2627355.268759693, 294291.2161134588 2627403.805350536, 294303.1385857943 2627451.402528155, 294319.6689874048 2627497.6019057105, 294340.64812148624 2627541.958557941, 294365.87394750916 2627584.045306038, 294395.10352697904 2627623.45683161, 294428.05536306713 2627659.8135801214, 294464.41211157857 2627692.7654162096, 294503.8236371506 2627721.9949956792, 294545.9103852474 2627747.2208217024, 294590.26703747787 2627768.199955784, 294636.46641503315 2627784.730357394, 294684.0635926523 2627796.65282973, 294732.6001834956 2627803.8525528642, 294781.6087536604 2627806.260189528, 294830.6173238252 2627803.8525528642, 294879.1539146685 2627796.65282973, 294926.75109228765 2627784.730357394, 294972.95046984294 2627768.199955784, 295017.3071220734 2627747.2208217024, 295059.3938701702 2627721.9949956792, 295098.80539574224 2627692.7654162096, 295135.16214425367 2627659.8135801214, 295168.11398034176 2627623.45683161, 295197.34355981165 2627584.045306038, 295222.56938583456 2627541.958557941, 295243.548519916 2627497.6019057105, 295260.0789215265 2627451.402528155, 295272.001393862 2627403.805350536, 295279.2011169965 2627355.268759693, 295281.6087536604 2627306.260189528))",106.19157463104935,8.786844718784536,LOW,High
2422,花蓮縣鳳林鎮,鳳仁里,中華路111號,121.452,23.7498,鳳仁社區活動中心,鳳仁里,50,"水災,土石流",劉清盛,03-8763174,是,否,否,50,鳳仁社區活動中心,中華路111號,低風險,1000.0,500-1000m,中風險,121.452,23.7498,POINT (121.452 23.7498),POINT (296076.0001568556 2627387.837892508),SH2422,鳳仁社區活動中心,"POLYGON ((296576.00015697815 2627387.837813011, 296573.59252031427 2627338.829242846, 296566.39279717975 2627290.292652003, 296554.47032484424 2627242.695474384, 296537.93992323376 2627196.4960968285, 296516.9607891523 2627152.139444598, 296491.7349631294 2627110.052696501, 296462.5053836595 2627070.641170929, 296429.5535475714 2627034.2844224176, 296393.19679906 2627001.3325863294, 296353.78527348797 2626972.10300686, 296311.69852539117 2626946.8771808366, 296267.3418731607 2626925.898046755, 296221.1424956054 2626909.367645145, 296173.5453179862 2626897.445172809, 296125.00872714294 2626890.245449675, 296076.00015697815 2626887.837813011, 296026.99158681335 2626890.245449675, 295978.45499597007 2626897.445172809, 295930.8578183509 2626909.367645145, 295884.6584407956 2626925.898046755, 295840.3017885651 2626946.8771808366, 295798.2150404683 2626972.10300686, 295758.8035148963 2627001.3325863294, 295722.4467663849 2627034.2844224176, 295689.4949302968 2627070.641170929, 295660.2653508269 2627110.052696501, 295635.039524804 2627152.139444598, 295614.06039072253 2627196.4960968285, 295597.52998911205 2627242.695474384, 295585.60751677654 2627290.292652003, 295578.407793642 2627338.829242846, 295576.00015697815 2627387.837813011, 295578.407793642 2627436.846383176, 295585.60751677654 2627485.382974019, 295597.52998911205 2627532.980151638, 295614.06039072253 2627579.1795291933, 295635.039524804 2627623.536181424, 295660.2653508269 2627665.622929521, 295689.4949302968 2627705.0344550926, 295722.4467663849 2627741.391203604, 295758.8035148963 2627774.3430396924, 295798.2150404683 2627803.572619162, 295840.3017885651 2627828.798445185, 295884.6584407956 2627849.7775792666, 295930.8578183509 2627866.307980877, 295978.45499597007 2627878.2304532127, 296026.99158681335 2627885.430176347, 296076.00015697815 2627887.837813011, 296125.00872714294 2627885.430176347, 296173.5453179862 2627878.2304532127, 296221.1424956054 2627866.307980877, 296267.3418731607 2627849.7775792666, 296311.69852539117 2627828.798445185, 296353.78527348797 2627803.572619162, 296393.19679906 2627774.3430396924, 296429.5535475714 2627741.391203604, 296462.5053836595 2627705.0344550926, 296491.7349631294 2627665.622929521, 296516.9607891523 2627623.536181424, 296537.93992323376 2627579.1795291933, 296554.47032484424 2627532.980151638, 296566.39279717975 2627485.382974019, 296573.59252031427 2627436.846383176, 296576.00015697815 2627387.837813011))",97.90028583084582,9.516814902619075,LOW,Medium
2429,花蓮縣鳳林鎮,鳳仁里,鳳林鎮光復路94號,121.4518,23.7512,鳳仁國小羽球館,鳳仁里,300,"水災,震災,土石流",鍾肇憲,03-8762201,是,是,否,300,鳳仁國小羽球館,鳳林鎮光復路94號,低風險,1000.0,500-1000m,中風險,121.4518,23.7512,POINT (121.4518 23.7512),POINT (296055.1198462017 2627542.8173849876),SH2429,鳳仁國小羽球館,"POLYGON ((296555.1198463242 2627542.8173054866, 296552.7122096603 2627493.8087353217, 296545.5124865258 2627445.2721444787, 296533.5900141903 2627397.6749668596, 296517.0596125798 2627351.475589304, 296496.08047849836 2627307.1189370737, 296470.85465247545 2627265.0321889766, 296441.62507300556 2627225.620663405, 296408.6732369175 2627189.2639148934, 296372.31648840604 2627156.312078805, 296332.904962834 2627127.0824993355, 296290.8182147372 2627101.8566733124, 296246.46156250674 2627080.877539231, 296200.26218495145 2627064.3471376207, 296152.6650073323 2627052.424665285, 296104.128416489 2627045.2249421505, 296055.1198463242 2627042.8173054866, 296006.1112761594 2627045.2249421505, 295957.5746853161 2627052.424665285, 295909.97750769695 2627064.3471376207, 295863.77813014167 2627080.877539231, 295819.4214779112 2627101.8566733124, 295777.3347298144 2627127.0824993355, 295737.92320424237 2627156.312078805, 295701.56645573094 2627189.2639148934, 295668.61461964285 2627225.620663405, 295639.38504017296 2627265.0321889766, 295614.15921415004 2627307.1189370737, 295593.1800800686 2627351.475589304, 295576.6496784581 2627397.6749668596, 295564.7272061226 2627445.2721444787, 295557.5274829881 2627493.8087353217, 295555.1198463242 2627542.8173054866, 295557.5274829881 2627591.8258756516, 295564.7272061226 2627640.3624664946, 295576.6496784581 2627687.9596441137, 295593.1800800686 2627734.159021669, 295614.15921415004 2627778.5156738996, 295639.38504017296 2627820.6024219966, 295668.61461964285 2627860.0139475684, 295701.56645573094 2627896.37069608, 295737.92320424237 2627929.322532168, 295777.3347298144 2627958.552111638, 295819.4214779112 2627983.777937661, 295863.77813014167 2628004.7570717423, 295909.97750769695 2628021.2874733526, 295957.5746853161 2628033.2099456885, 296006.1112761594 2628040.409668823, 296055.1198463242 2628042.8173054866, 296104.128416489 2628040.409668823, 296152.6650073323 2628033.2099456885, 296200.26218495145 2628021.2874733526, 296246.46156250674 2628004.7570717423, 296290.8182147372 2627983.777937661, 296332.904962834 2627958.552111638, 296372.31648840604 2627929.322532168, 296408.6732369175 2627896.37069608, 296441.62507300556 2627860.0139475684, 296470.85465247545 2627820.6024219966, 296496.08047849836 2627778.5156738996, 296517.0596125798 2627734.159021669, 296533.5900141903 2627687.9596441137, 296545.5124865258 2627640.3624664946, 296552.7122096603 2627591.8258756516, 296555.1198463242 2627542.8173054866))",96.93248594869962,9.516814902619075,LOW,Medium
2433,花蓮縣鳳林鎮,大榮里,復興路69號,121.4676,23.7523,大榮2村社區活動中心,大榮里,50,"水災,土石流",劉清盛,03-8763419,是,否,否,50,大榮2村社區活動中心,復興路69號,低風險,2000.0,1000-2000m,低風險,121.4676,23.7523,POINT (121.4676 23.7523),POINT (297665.3473282901 2627669.842936525),SH2433,大榮2村社區活動中心,"POLYGON ((298165.34732841694 2627669.842857021, 298162.93969175307 2627620.834286856, 298155.73996861855 2627572.297696013, 298143.81749628304 2627524.700518394, 298127.28709467256 2627478.5011408385, 298106.3079605911 2627434.144488608, 298081.0821345682 2627392.057740511, 298051.8525550983 2627352.646214939, 298018.9007190102 2627316.2894664276, 297982.5439704988 2627283.3376303394, 297943.13244492677 2627254.10805087, 297901.04569682997 2627228.8822248466, 297856.6890445995 2627207.9030907652, 297810.4896670442 2627191.372689155, 297762.892489425 2627179.450216819, 297714.35589858174 2627172.250493685, 297665.34732841694 2627169.842857021, 297616.33875825215 2627172.250493685, 297567.80216740887 2627179.450216819, 297520.2049897897 2627191.372689155, 297474.0056122344 2627207.9030907652, 297429.6489600039 2627228.8822248466, 297387.5622119071 2627254.10805087, 297348.1506863351 2627283.3376303394, 297311.7939378237 2627316.2894664276, 297278.8421017356 2627352.646214939, 297249.6125222657 2627392.057740511, 297224.3866962428 2627434.144488608, 297203.40756216133 2627478.5011408385, 297186.87716055085 2627524.700518394, 297174.95468821534 2627572.297696013, 297167.7549650808 2627620.834286856, 297165.34732841694 2627669.842857021, 297167.7549650808 2627718.851427186, 297174.95468821534 2627767.388018029, 297186.87716055085 2627814.985195648, 297203.40756216133 2627861.1845732033, 297224.3866962428 2627905.541225434, 297249.6125222657 2627947.627973531, 297278.8421017356 2627987.0394991026, 297311.7939378237 2628023.396247614, 297348.1506863351 2628056.3480837024, 297387.5622119071 2628085.577663172, 297429.6489600039 2628110.803489195, 297474.0056122344 2628131.7826232766, 297520.2049897897 2628148.313024887, 297567.80216740887 2628160.2354972227, 297616.33875825215 2628167.435220357, 297665.34732841694 2628169.842857021, 297714.35589858174 2628167.435220357, 297762.892489425 2628160.2354972227, 297810.4896670442 2628148.313024887, 297856.6890445995 2628131.7826232766, 297901.04569682997 2628110.803489195, 297943.13244492677 2628085.577663172, 297982.5439704988 2628056.3480837024, 298018.9007190102 2628023.396247614, 298051.8525550983 2627987.0394991026, 298081.0821345682 2627947.627973531, 298106.3079605911 2627905.541225434, 298127.28709467256 2627861.1845732033, 298143.81749628304 2627814.985195648, 298155.73996861855 2627767.388018029, 298162.93969175307 2627718.851427186, 298165.34732841694 2627669.842857021))",87.82752932035007,3.791912868494474,LOW,Low
2434,花蓮縣鳳林鎮,大榮里,鳳林鎮大榮3路15號,121.4676,23.7523,大榮1村社區活動中心,大榮里,50,"水災,土石流",劉清盛,03-8763419,是,否,否,50,大榮1村社區活動中心,鳳林鎮大榮3路15號,低風險,2000.0,1000-2000m,低風險,121.4676,23.7523,POINT (121.4676 23.7523),POINT (297665.3473282901 2627669.842936525),SH2434,大榮1村社區活動中心,"POLYGON ((298165.34732841694 2627669.842857021, 298162.93969175307 2627620.834286856, 298155.73996861855 2627572.297696013, 298143.81749628304 2627524.700518394, 298127.28709467256 2627478.5011408385, 298106.3079605911 2627434.144488608, 298081.0821345682 2627392.057740511, 298051.8525550983 2627352.646214939, 298018.9007190102 2627316.2894664276, 297982.5439704988 2627283.3376303394, 297943.13244492677 2627254.10805087, 297901.04569682997 2627228.8822248466, 297856.6890445995 2627207.9030907652, 297810.4896670442 2627191.372689155, 297762.892489425 2627179.450216819, 297714.35589858174 2627172.250493685, 297665.34732841694 2627169.842857021, 297616.33875825215 2627172.250493685, 297567.80216740887 2627179.450216819, 297520.2049897897 2627191.372689155, 297474.0056122344 2627207.9030907652, 297429.6489600039 2627228.8822248466, 297387.5622119071 2627254.10805087, 297348.1506863351 2627283.3376303394, 297311.7939378237 2627316.2894664276, 297278.8421017356 2627352.646214939, 297249.6125222657 2627392.057740511, 297224.3866962428 2627434.144488608, 297203.40756216133 2627478.5011408385, 297186.87716055085 2627524.700518394, 297174.95468821534 2627572.297696013, 297167.7549650808 2627620.834286856, 297165.34732841694 2627669.842857021, 297167.7549650808 2627718.851427186, 297174.95468821534 2627767.388018029, 297186.87716055085 2627814.985195648, 297203.40756216133 2627861.1845732033, 297224.3866962428 2627905.541225434, 297249.6125222657 2627947.627973531, 297278.8421017356 2627987.0394991026, 297311.7939378237 2628023.396247614, 297348.1506863351 2628056.3480837024, 297387.5622119071 2628085.577663172, 297429.6489600039 2628110.803489195, 297474.0056122344 2628131.7826232766, 297520.2049897897 2628148.313024887, 297567.80216740887 2628160.2354972227, 297616.33875825215 2628167.435220357, 297665.34732841694 2628169.842857021, 297714.35589858174 2628167.435220357, 297762.892489425 2628160.2354972227, 297810.4896670442 2628148.313024887, 297856.6890445995 2628131.7826232766, 297901.04569682997 2628110.803489195, 297943.13244492677 2628085.577663172, 297982.5439704988 2628056.3480837024, 298018.9007190102 2628023.396247614, 298051.8525550983 2627987.0394991026, 298081.0821345682 2627947.627973531, 298106.3079605911 2627905.541225434, 298127.28709467256 2627861.1845732033, 298143.81749628304 2627814.985195648, 298155.73996861855 2627767.388018029, 298162.93969175307 2627718.851427186, 298165.34732841694 2627669.842857021))",87.82752932035007,3.791912868494474,LOW,Low
2480,花蓮縣鳳林鎮,北林里,民和路1號,121.471,23.7672,北林3村社區活動中心,北林里,50,土石流,戴佳明,8761724,是,否,否,50,北林3村社區活動中心,民和路1號,低風險,1000.0,500-1000m,中風險,121.47100000000002,23.7672,POINT (121.471 23.7672),POINT (298006.47013876145 2629321.1052595866),SH2480,北林3村社區活動中心,"POLYGON ((298506.4701388893 2629321.1051800423, 298504.0625022254 2629272.0966098774, 298496.8627790909 2629223.5600190344, 298484.94030675536 2629175.9628414153, 298468.4099051449 2629129.76346386, 298447.43077106343 2629085.4068116294, 298422.2049450405 2629043.3200635323, 298392.97536557063 2629003.9085379606, 298360.02352948254 2628967.551789449, 298323.6667809711 2628934.599953361, 298284.2552553991 2628905.370373891, 298242.1685073023 2628880.144547868, 298197.8118550718 2628859.1654137867, 298151.6124775165 2628842.6350121764, 298104.01529989735 2628830.7125398405, 298055.47870905406 2628823.512816706, 298006.4701388893 2628821.1051800423, 297957.4615687245 2628823.512816706, 297908.9249778812 2628830.7125398405, 297861.327800262 2628842.6350121764, 297815.12842270674 2628859.1654137867, 297770.77177047625 2628880.144547868, 297728.68502237945 2628905.370373891, 297689.27349680744 2628934.599953361, 297652.916748296 2628967.551789449, 297619.9649122079 2629003.9085379606, 297590.735332738 2629043.3200635323, 297565.5095067151 2629085.4068116294, 297544.53037263366 2629129.76346386, 297527.9999710232 2629175.9628414153, 297516.07749868766 2629223.5600190344, 297508.87777555315 2629272.0966098774, 297506.4701388893 2629321.1051800423, 297508.87777555315 2629370.1137502072, 297516.07749868766 2629418.6503410502, 297527.9999710232 2629466.2475186693, 297544.53037263366 2629512.4468962247, 297565.5095067151 2629556.8035484552, 297590.735332738 2629598.8902965523, 297619.9649122079 2629638.301822124, 297652.916748296 2629674.6585706356, 297689.27349680744 2629707.610406724, 297728.68502237945 2629736.8399861935, 297770.77177047625 2629762.0658122166, 297815.12842270674 2629783.044946298, 297861.327800262 2629799.5753479083, 297908.9249778812 2629811.497820244, 297957.4615687245 2629818.6975433785, 298006.4701388893 2629821.1051800423, 298055.47870905406 2629818.6975433785, 298104.01529989735 2629811.497820244, 298151.6124775165 2629799.5753479083, 298197.8118550718 2629783.044946298, 298242.1685073023 2629762.0658122166, 298284.2552553991 2629736.8399861935, 298323.6667809711 2629707.610406724, 298360.02352948254 2629674.6585706356, 298392.97536557063 2629638.301822124, 298422.2049450405 2629598.8902965523, 298447.43077106343 2629556.8035484552, 298468.4099051449 2629512.4468962247, 298484.94030675536 2629466.2475186693, 298496.8627790909 2629418.6503410502, 298504.0625022254 2629370.1137502072, 298506.4701388893 2629321.1051800423))",82.82039366177986,5.809702596071123,LOW,Medium
